Data_Type,EMIS_Code,School_Name,District,Tehsil,Level,School_Status,Building_Illegal_Occupation,Teachers_Sanctioned,Teachers_Filled,Teachers_Present_Today,Teachers_Absent_Today,Total_Enrolled,Total_Present,Toilets_Total,Toilets_Functional,Boundary_Wall,Electricity,Drinking_Water,Cleanliness_Building,Notes,Monitoring_Date,Source_URL,Ghost_Risk_Score_Tier1,Tier,Confidence_Level,Priority,Infrastructure_Screening_Score,Qwen_Fraud_Flag,Qwen_Fraud_Reason
Real (Census),38320291,GPS MOUZA BAZAR,MIANWALI,MIANWALI,Primary,Functional,No,,5.0,,,127.0,,2,2,Yes-Wholly,Yes-Wholly,Yes-Wholly,Satisfying,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Low,0.0,False,
Real (Census),37140182,GGPS JAND NO.1,ATTOCK,JAND,Primary,Functional,No,,8.0,,,257.0,,6,6,Yes-Wholly,Yes-Wholly,Yes-Wholly,Satisfying,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Low,0.0,False,
Real (Census),37130189,GGES SARWAYA,ATTOCK,PINDI GHEB,Middle,Functional,No,,11.0,,,229.0,,5,5,Yes-Wholly,Yes-Wholly,Yes-Wholly,Satisfying,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Low,0.0,False,
Real (Census),37110078,GGHS SALAR,ATTOCK,ATTOCK,High,Functional,No,,18.0,,,404.0,,9,9,Yes-Wholly,Yes-Wholly,Yes-Wholly,Satisfying,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Low,0.0,False,
Real (Census),37150029,GPS CHUKRA,ATTOCK,HASSANABDAL,Primary,Functional,No,,4.0,,,125.0,,4,4,Yes-Wholly,Yes-Wholly,Yes-Wholly,Satisfying,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Low,0.0,False,
Real (Census),37130200,GGHS DHOK DHERA,ATTOCK,PINDI GHEB,High,Functional,No,,12.0,,,422.0,,6,6,Yes-Wholly,Yes-Wholly,Yes-Wholly,Satisfying,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Low,0.0,False,
Real (Census),38130070,GPS BORING AMAN ULLAH,BHAKKAR,MANKERA,Primary,Functional,No,,4.0,,,51.0,,2,2,Yes-Wholly,Yes-Wholly,Yes-Wholly,Satisfying,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Low,0.0,False,
Real (Census),38140867,GPS JHOKE HAJI,BHAKKAR,DARYA KHAN,Primary,Functional,No,,3.0,,,102.0,,4,4,Yes-Wholly,Yes-Wholly,Yes-Wholly,Needed Minor Repairing,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Low,0.0,False,
Real (Census),38110068,GGES PIR ASHAB,BHAKKAR,BHAKKAR,Middle,Functional,No,,12.0,,,586.0,,6,6,Yes-Wholly,Yes-Wholly,Yes-Wholly,Satisfying,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Low,0.0,False,
Real (Census),38110902,GPS MIAN ISA,BHAKKAR,BHAKKAR,Primary,Functional,No,,4.0,,,135.0,,4,4,Yes-Wholly,Yes-Wholly,Yes-Wholly,Satisfying,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Low,0.0,False,
Real (Census),38130099,GPS SHAHI,BHAKKAR,MANKERA,Primary,Functional,No,,4.0,,,133.0,,4,4,Yes-Wholly,Yes-Wholly,Yes-Wholly,Satisfying,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Low,0.0,False,
Real (Census),37340027,GES ANWAR ABAD,RAWALPINDI,TAXILA,Middle,Functional,No,,17.0,,,531.0,,6,6,Yes-Wholly,Yes-Wholly,Yes-Wholly,Satisfying,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Low,0.0,False,
Real (Census),37370224,GPS TAREEL,RAWALPINDI,KALLAR SYEDAN,Primary,Functional,No,,5.0,,,105.0,,2,2,Yes-Wholly,Yes-Wholly,Yes-Wholly,Satisfying,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Low,0.0,False,
Real (Census),37330191,GGHS ADHWAL,RAWALPINDI,RAWALPINDI,High,Functional,No,,12.0,,,354.0,,6,4,Yes-Wholly,Yes-Wholly,Yes-Wholly,Needed Minor Repairing,dangerous_classrooms (source field): 2,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Low,8.33,False,
Real (Census),37370486,GPS MANMORE,RAWALPINDI,KALLAR SYEDAN,Primary,Functional,No,,4.0,,,61.0,,2,2,Yes-Wholly,Yes-Wholly,Yes-Wholly,Satisfying,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Low,0.0,False,
Real (Census),37360304,GPS KURI DOLAL P.O KURI DOLAL,RAWALPINDI,GUJAR KHAN,Primary,Functional,No,,4.0,,,52.0,,2,2,Yes-Wholly,Yes-Wholly,Yes-Wholly,Satisfying,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Low,0.0,False,
Real (Census),37420373,GGPS NAKA REHAN,CHAKWAL,TALAGANG,Primary,Functional,No,,4.0,,,51.0,,2,2,Yes-Wholly,Yes-Wholly,Yes-Wholly,Satisfying,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Low,0.0,False,
Real (Census),37410001,GHSS PADSHAHAN,CHAKWAL,CHAKWAL,H.Sec.,Functional,No,,22.0,,,550.0,,6,6,Yes-Wholly,Yes-Wholly,Yes-Wholly,Satisfying,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Low,0.0,False,
Real (Census),37410518,GGPS REHRA,CHAKWAL,CHAKWAL,Primary,Functional,No,,4.0,,,21.0,,2,2,Yes-Wholly,Yes-Wholly,Yes-Wholly,Satisfying,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Low,0.0,False,
Real (Census),37420431,GMMS MOHALLAH SAGRAL MULTAN KHURD,CHAKWAL,TALAGANG,sMosque,Functional,No,,1.0,,,6.0,,2,2,Yes-Wholly,Yes-Wholly,Yes-Wholly,Satisfying,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Low,0.0,False,
Real (Census),37410488,GGPS MURID BALLA,CHAKWAL,CHAKWAL,Primary,Functional,No,,4.0,,,39.0,,2,2,Yes-Wholly,Yes-Wholly,Yes-Wholly,Satisfying,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Low,0.0,False,
Real (Census),33140283,GGES CHAK 66 JB-II ISLAM PURA,FAISALABAD,FAISALABAD SADDAR,Middle,Functional,No,,14.0,,,608.0,,4,4,Yes-Wholly,Yes-Wholly,Yes-Wholly,Satisfying,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Low,0.0,False,
Real (Census),33140422,GHS CHAK 199 RB,FAISALABAD,FAISALABAD SADDAR,High,Functional,No,,16.0,,,511.0,,12,12,Yes-Wholly,Yes-Wholly,Yes-Wholly,Satisfying,dangerous_classrooms (source field): 4,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Low,0.0,False,
Real (Census),33110139,GGPS CHAK NO 217 RB ACHKERA,FAISALABAD,FAISALABAD CITY,Primary,Functional,No,,4.0,,,351.0,,3,3,Yes-Wholly,Yes-Wholly,Yes-Wholly,Satisfying,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Low,0.0,False,
Real (Census),33130285,GES 205/GB,FAISALABAD,SAMUNDARI,Middle,Functional,No,,9.0,,,217.0,,5,2,Yes-Wholly,Yes-Wholly,Yes-Wholly,Satisfying,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Low,15.0,False,
Real (Census),33130355,GHS CHAK NO. 530/GB FSD,FAISALABAD,SAMUNDARI,High,Functional,No,,14.0,,,519.0,,8,8,Yes-Wholly,Yes-Wholly,Yes-Wholly,Needed Minor Repairing,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Low,0.0,False,
Real (Census),36310105,GGES CHAK NO.106 EB,VEHARI,BUREWALA,Middle,Functional,No,,7.0,,,167.0,,6,4,Yes-Wholly,Yes-Wholly,Yes-Wholly,Satisfying,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Low,8.33,False,
Real (Census),36310201,GES CHAK NO.261/EB,VEHARI,BUREWALA,Middle,Functional,No,,12.0,,,507.0,,8,6,Yes-Wholly,Yes-Wholly,Yes-Wholly,Needed Minor Repairing,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Low,6.25,False,
Real (Census),36310054,GHS CHAK NO.181 EB,VEHARI,BUREWALA,High,Functional,No,,17.0,,,486.0,,10,10,Yes-Wholly,Yes-Wholly,Yes-Wholly,Satisfying,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Low,0.0,False,
Real (Census),36320664,GGPS ARY PUR,VEHARI,MAILSI,Primary,Functional,No,,3.0,,,95.0,,2,2,Yes-Wholly,Yes-Wholly,Yes-Wholly,Satisfying,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Low,0.0,False,
Real (Census),36310268,GPS 365 EB,VEHARI,BUREWALA,Primary,Functional,No,,4.0,,,149.0,,5,5,Yes-Wholly,Yes-Wholly,Yes-Wholly,Satisfying,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Low,0.0,False,
Real (Census),39330085,GES CHAK NO. 16/1-AL,OKARA,RENALA KHURD,Middle,Functional,No,,11.0,,,445.0,,6,6,Yes-Wholly,Yes-Wholly,Yes-Wholly,Satisfying,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Low,0.0,False,
Real (Census),39310403,GPS CHISHTI MOLIA,OKARA,DEPALPUR,Primary,Functional,No,,3.0,,,168.0,,4,4,Yes-Wholly,Yes-Wholly,Yes-Wholly,Satisfying,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Low,0.0,False,
Real (Census),39320147,GGES SOBAY WALA,OKARA,OKARA,Middle,Functional,No,,9.0,,,204.0,,6,6,Yes-Wholly,Yes-Wholly,Yes-Wholly,Satisfying,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Low,0.0,False,
Real (Census),39320499,GGPS 36-A/G.D,OKARA,OKARA,Primary,Functional,No,,5.0,,,164.0,,4,4,Yes-Wholly,Yes-Wholly,Yes-Wholly,Needed Minor Repairing,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Low,0.0,False,
Real (Census),39330731,GGPS KALLI JAMAL SINGH (PSSP),OKARA,RENALA KHURD,Primary,Functional,No,,,,,195.0,,1,1,Yes-Wholly,Yes-Wholly,Yes-Wholly,Needed Minor Repairing,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Low,0.0,False,
Real (Census),35450436,GPS DONGAY,SHEIKHUPURA,SAFDARABAD,Primary,Functional,No,,,,,65.0,,2,2,Yes-Wholly,No,Yes-Wholly,Needed Minor Repairing,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Low,10.0,False,
Real (Census),35620213,GGES RAHMAN ABAD,SHEIKHUPURA,SAFDARABAD,Middle,Functional,No,,8.0,,,328.0,,6,6,Yes-Wholly,Yes-Wholly,Yes-Wholly,Satisfying,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Low,0.0,False,
Real (Census),35420720,GPS KAMBOH COLONY,SHEIKHUPURA,MURIDKE,Primary,Functional,No,,,,,364.0,,2,2,Yes-Wholly,Yes-Wholly,Yes-Wholly,Satisfying,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Low,0.0,False,
Real (Census),35620614,GPS CHAK JAID 16 JAID,SHEIKHUPURA,SAFDARABAD,Primary,Functional,No,,8.0,,,344.0,,5,5,Yes-Wholly,Yes-Wholly,Yes-Wholly,Satisfying,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Low,0.0,False,
Real (Census),35420117,GGES HERDO SEHOLE MUSLIM,SHEIKHUPURA,MURIDKE,Middle,Functional,No,,10.0,,,104.0,,4,4,Yes-Wholly,Yes-Wholly,Yes-Wholly,Needed Minor Repairing,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Low,0.0,False,
Real (Census),33340199,GES CHAK 319 GB I,T.T.SINGH,PIR MAHAL,Middle,Functional,No,,16.0,,,550.0,,6,6,Yes-Wholly,Yes-Wholly,Yes-Wholly,Satisfying,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Low,0.0,False,
Real (Census),33320089,GGES CHAK 706 GB,T.T.SINGH,KAMALIA,Middle,Functional,No,,7.0,,,205.0,,4,4,Yes-Wholly,Yes-Wholly,Yes-Wholly,Satisfying,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Low,0.0,False,
Real (Census),33310319,GMPS CHAK 161 GB I,T.T.SINGH,GOJRA,Primary,Functional,No,,6.0,,,180.0,,6,6,Yes-Wholly,Yes-Wholly,Yes-Wholly,Satisfying,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Low,0.0,False,
Real (Census),33310170,GHS CHAK 361 JB,T.T.SINGH,GOJRA,High,Functional,No,,18.0,,,438.0,,12,12,Yes-Wholly,Yes-Wholly,Yes-Wholly,Complete Building Needs Repairing,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Low,0.0,False,
Real (Census),33340414,GGPS CHAK 752 GB,T.T.SINGH,PIR MAHAL,Primary,Functional,No,,4.0,,,155.0,,4,4,Yes-Wholly,Yes-Wholly,Yes-Wholly,Satisfying,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Low,0.0,False,
Real (Census),38420606,GGES CHAK NO.29 NB,SARGODHA,SARGODHA,Middle,Functional,No,,9.0,,,193.0,,7,7,Yes-Wholly,Yes-Wholly,Yes-Wholly,Needed Minor Repairing,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Low,0.0,False,
Real (Census),38430251,GMPS BUSLANA,SARGODHA,SHAHPUR,Primary,Functional,No,,,,,102.0,,2,2,Yes-Wholly,Yes-Wholly,Yes-Wholly,Satisfying,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Low,0.0,False,
Real (Census),38450476,GMPS BOHLRI WALA,SARGODHA,SAHIWAL,Primary,Functional,No,,5.0,,,168.0,,5,5,Yes-Wholly,Yes-Wholly,Yes-Wholly,Satisfying,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Low,0.0,False,
Real (Census),38420348,GPS CHAK NO.93 SB,SARGODHA,SARGODHA,Primary,Functional,No,,4.0,,,112.0,,4,4,No,Yes-Wholly,Yes-Wholly,Satisfying,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Low,15.0,False,
Real (Census),38450058,GES PUBLIC SAHIWAL,SARGODHA,SAHIWAL,Middle,Functional,No,,12.0,,,319.0,,6,6,Yes-Wholly,Yes-Wholly,Yes-Wholly,Satisfying,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Low,0.0,False,
Real (Census),37240376,GGPS RAMDIAL,JHELUM,DINA,Primary,Functional,No,,4.0,,,66.0,,2,2,Yes-Wholly,Yes-Wholly,Yes-Wholly,Satisfying,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Low,0.0,False,
Real (Census),37220251,GGMPS ESSAWAL,JHELUM,PIND DADAN KHAN,Primary,Functional,No,,5.0,,,87.0,,5,5,Yes-Wholly,Yes-Wholly,Yes-Wholly,Partial Building is Dangerous,dangerous_classrooms (source field): 3,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Low,0.0,False,
Real (Census),37240038,GGHS ROHTAS,JHELUM,DINA,High,Functional,No,,12.0,,,243.0,,9,9,Yes-Wholly,Yes-Wholly,Yes-Wholly,Satisfying,dangerous_classrooms (source field): 2,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Low,0.0,False,
Real (Census),37220189,GGMPS SHER PUR,JHELUM,PIND DADAN KHAN,Primary,Functional,No,,7.0,,,175.0,,5,5,Yes-Wholly,Yes-Wholly,Yes-Wholly,Needed Minor Repairing,dangerous_classrooms (source field): 4,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Low,0.0,False,
Real (Census),37230252,GGPS CHABBER SYEDAN,JHELUM,SOHAWA,Primary,Functional,No,,3.0,,,30.0,,2,2,Yes-Wholly,Yes-Wholly,Yes-Wholly,Satisfying,dangerous_classrooms (source field): 3,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Low,0.0,False,
Real (Census),35220419,GGES MODEL BAGH MUNSHI LADHA.,LAHORE,CITY,Middle,Functional,No,,9.0,,,683.0,,9,9,Yes-Wholly,Yes-Wholly,Yes-Wholly,Satisfying,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Low,0.0,False,
Real (Census),35210018,GHS AWAMI COLONY CHUNGI AMER SIDHU LAHORE,LAHORE,MODEL TOWN,High,Functional,No,,14.0,,,421.0,,7,4,Yes-Wholly,Yes-Wholly,Yes-Wholly,Satisfying,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Low,10.71,False,
Real (Census),35220514,GMMS PARACHA COLONY,LAHORE,CITY,Primary,Functional,No,,2.0,,,91.0,,1,1,Yes-Wholly,Yes-Wholly,Yes-Wholly,Satisfying,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Low,0.0,False,
Real (Census),35220117,GES MUGHLIA PARK SHAHDARA LAHORE,LAHORE,CITY,Middle,Functional,No,,24.0,,,1080.0,,12,12,Yes-Wholly,Yes-Wholly,Yes-Wholly,Satisfying,dangerous_classrooms (source field): 2,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Low,0.0,False,
Real (Census),35210242,GES ITTEHAD TOWN DOGACH,LAHORE,CANTT,Middle,Functional,No,,38.0,,,1515.0,,15,13,Yes-Wholly,Yes-Wholly,Yes-Wholly,Needed Minor Repairing,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Low,3.33,False,
Real (Census),36110191,GPS MC AWAN PURA,MULTAN,MULTAN CITY,Primary,Functional,No,,5.0,,,106.0,,4,4,Yes-Wholly,Yes-Wholly,Yes-Wholly,Satisfying,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Low,0.0,False,
Real (Census),36130129,GGES BASTI JALIL MULTAN P/O BASTI JALIL,MULTAN,MULTAN SADAR,Middle,Functional,No,,10.0,,,165.0,,4,4,Yes-Wholly,Yes-Wholly,Yes-Wholly,Needed Minor Repairing,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Low,0.0,False,
Real (Census),36120213,GGPS NAWAN SHER SHUJABAD DISTT. MULTAN,MULTAN,SHUJA ABAD,Primary,Functional,No,,6.0,,,185.0,,4,4,Yes-Wholly,Yes-Wholly,Yes-Wholly,Satisfying,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Low,0.0,False,
Real (Census),36110319,GGPS RAILWAY COLONY NO: 2,MULTAN,MULTAN CITY,Primary,Functional,No,,4.0,,,200.0,,3,3,Yes-Wholly,Yes-Wholly,Yes-Wholly,Needed Minor Repairing,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Low,0.0,False,
Real (Census),36130150,GPS KOTLA SADAT,MULTAN,MULTAN SADAR,Primary,Functional,No,,4.0,,,127.0,,4,4,Yes-Wholly,Yes-Wholly,Yes-Wholly,Satisfying,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Low,0.0,False,
Real (Census),38240666,GGPS DHOK PHATIAL,KHUSHAB,NAUSHERA,Primary,Functional,No,,,,,4.0,,1,1,Yes-Wholly,Yes-Wholly,Yes-Wholly,Satisfying,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Low,0.0,False,
Real (Census),38210737,GGPS MOHALLAH MASTIAL PADHRAR,KHUSHAB,KHUSHAB,Primary,Functional,No,,3.0,,,76.0,,1,1,Yes-Wholly,Yes-Wholly,Yes-Wholly,Satisfying,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Low,0.0,False,
Real (Census),38220306,GPS CHAK NO. 34 MB,KHUSHAB,NOORPUR THAL,Primary,Functional,No,,3.0,,,23.0,,2,2,Yes-Wholly,Yes-Wholly,Yes-Wholly,Needed Minor Repairing,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Low,0.0,False,
Real (Census),38230581,GGES SHAH WALA SHUMALI,KHUSHAB,QUAIDABAD,Middle,Functional,No,,6.0,,,188.0,,5,5,Yes-Wholly,Yes-Wholly,Yes-Wholly,Satisfying,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Low,0.0,False,
Real (Census),38210266,GMPS CHAK NO 60 MB,KHUSHAB,KHUSHAB,Primary,Functional,No,,4.0,,,103.0,,4,4,Yes-Wholly,Yes-Wholly,Yes-Wholly,Needed Minor Repairing,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Low,0.0,False,
Real (Census),34220811,GHSS BAGIRAN WALA,GUJRAT,KHARIAN,H.Sec.,Functional,No,,23.0,,,456.0,,14,14,Yes-Wholly,Yes-Wholly,Yes-Wholly,Satisfying,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Low,0.0,False,
